         1 425.000000 521.500000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
         2 614.500000 807.000000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
         3 753.500000 499.250000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
         4 527.500000 860.500000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
         5 197.500000 352.500000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
         6 318.500000 331.500000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
         7 433.500000 646.500000            0            0            0                0          ?  13.000000   0.000000   0.000000   regions     circle
#
