         3 1007.040000 1055.300000            0            0            0       1.2988e+06          ?  30.000000   0.000000   0.000000   regions     circle
#
         4 1066.090000 952.490000            0            0            0           536530          ?  30.000000   0.000000   0.000000   regions     circle
#
