1                  669.85    533.85    0.0000        0.0000          0.0000         0.36957E+06  ?   27.0  0.00    0.   regions                  circle
2                  566.23    615.09    0.0000        0.0000          0.0000         0.10047E+06  ?   27.0  0.00    0.   regions                  circle
