         1 814.980000 793.530000            0            0            0           412660          ?  23.000000   0.000000   0.000000   regions     circle
#
         2 834.310000 572.200000            0            0            0           282620          ?  23.000000   0.000000   0.000000   regions     circle
#
         3 675.750000 378.720000            0            0            0           187550          ?  23.000000   0.000000   0.000000   regions     circle
#
         4 714.300000  73.310000            0            0            0           161080          ?  23.000000   0.000000   0.000000   regions     circle
#
         5 341.230000 441.860000            0            0            0           142050          ?  23.000000   0.000000   0.000000   regions     circle
#
         6 423.360000 945.350000            0            0            0           370640          ?  23.000000   0.000000   0.000000   regions     circle
#
         7 488.730000 532.890000            0            0            0            85319          ?  23.000000   0.000000   0.000000   regions     circle
#
